Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"principios do bom atendimento","6","10","70","62.90","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.00","872000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511376153"
"relacionamento com","7","0","90","66.88","0.84","https://blog.neoassist.com/a-jornada-do-relacionamento-com-o-cliente/","0.00","0.00","0.20","59800000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513456363"
"satisfação do cliente kotler","7","9","90","70.74","0.00","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.00","0.00","0.10","111000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1511260674"
"questionário satisfação do cliente","11","11","70","56.78","1.40","https://blog.neoassist.com/questionario-de-satisfacao-do-cliente/","0.00","0.00","0.19","316000","0.36,0.29,0.07,0.29,0.14,0.14,0.50,0.14,0.64,0.64,0.36,1.00","1511203221"
"medidor de satisfação do cliente","11","11","70","59.05","0.26","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","1.00","315000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511254037"
"sinonimo de atendimento","13","13","390","75.73","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","439000","0.54,0.66,0.81,0.81,0.81,0.44,0.44,0.54,1.00,0.81,1.00,1.00","1513327830"
"formulario de pesquisa de satisfação do cliente","11","0","70","69.43","4.69","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.01","0.61","45000","0.01,0.01,0.07,0.01,1.00,0.24,1.00,0.44,0.67,0.67,0.67,0.29","1511141636"
"telemarketing call centre","11","25","70","71.44","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.00","1550000","0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25","1511330504"
"promoter score","5","6","70","55.73","0.19","https://blog.neoassist.com/net-promoter-score-nps/","0.00","0.00","0.20","3380000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511250819"
"mineração de texto","12","10","260","75.31","0.00","https://blog.neoassist.com/mineracao-de-texto/","0.00","0.00","0.04","299000","0.55,0.08,0.03,0.08,0.44,1.00,0.44,0.19,0.03,0.30,0.30,0.12","1513359768"
"como atender um cliente com qualidade","3","0","40","67.23","0.58","https://blog.neoassist.com/o-passo-a-passo-para-um-atendimento-de-qualidade/","0.00","0.00","0.21","1110000","1.00,0.57,0.71,0.43,0.43,0.57,0.29,0.43,0.43,0.43,0.71,0.43","1509308423"
"frases de qualidade no atendimento","5","5","70","54.76","2.73","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.05","649000","0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33,0.78","1511192431"
"avaliação de atendimento ao cliente","5","5","70","58.35","1.89","https://blog.neoassist.com/5-tecnicas-para-descobrir-a-eficiencia-do-seu-servico-de-atendimento-ao-cliente-sac/","0.00","0.00","0.23","2240000","0.78,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,1.00,0.78","1512491706"
"avaliação de atendimento ao cliente","6","6","70","58.35","1.89","https://blog.neoassist.com/perguntas-sobre-atendimento-ao-cliente/","0.00","0.00","0.23","2240000","0.78,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,1.00,0.78","1512491706"
"o que significa atendimento ao cliente","2","0","30","71.20","0.97","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.00","0.00","0.17","482000","0.43,0.43,0.43,0.43,0.43,0.29,0.14,0.14,0.57,0.43,0.57,1.00","1513128035"
"kotler satisfação do cliente","7","0","90","68.33","0.00","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.00","0.00","0.05","107000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1509748899"
"pesquisa de satisfação de atendimento","11","0","70","49.43","3.78","https://blog.neoassist.com/questionario-de-satisfacao-em-8-passos/","0.00","0.00","0.58","1530000","0.78,0.56,0.78,0.78,0.44,0.44,0.56,0.78,0.78,1.00,1.00,0.78","1512593449"
"atendimento ao","2","3","30","74.13","0.35","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.20","48200000","0.75,1.00,0.75,0.75,0.75,0.50,0.75,0.50,1.00,0.75,0.75,1.00","1513101256"
"planejamento do trabalho","4","4","50","72.11","0.00","https://blog.neoassist.com/a-importancia-do-planejamento/","0.00","0.00","0.04","26000000","1.00,0.45,0.45,0.45,0.45,0.18,0.18,0.27,0.45,0.45,0.64,0.27","1512535613"
"serviço atendimento ao cliente","3","2","40","71.14","5.57","https://blog.neoassist.com/o-que-e-sac/","0.00","0.01","0.27","11500000","0.20,0.40,0.40,0.60,0.60,0.80,0.60,0.60,1.00,1.00,1.00,1.00","1512987643"
"marketing de fidelização","5","5","70","65.64","0.81","https://blog.neoassist.com/fidelizacao-do-cliente/","0.00","0.00","0.20","508000","0.14,0.36,0.36,1.00,0.50,0.21,0.14,0.29,0.64,0.64,0.64,0.79","1512426774"
"atendimento excelente ao cliente","3","0","40","58.66","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.07","1150000","0.80,0.80,0.80,0.60,0.60,0.60,0.80,0.60,1.00,0.80,1.00,0.60","1509332459"
"serviço de atendimento ao consumidor sac","6","3","70","74.72","2.37","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.30","434000","0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33,0.22","1511188601"
"formas de relacionamento com o cliente","7","6","90","59.83","4.23","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.01","0.09","422000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1513415363"
"email sac","6","3","70","85.09","1.30","https://blog.neoassist.com/beneficios-de-um-gerenciador-de-e-mail-para-o-seu-sac/","0.00","0.00","0.02","58500000","1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44,0.22","1511201097"
"frases de um bom atendimento ao cliente","6","5","70","62.22","1.43","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.12","526000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511203436"
"atendimento aos clientes","5","0","70","69.07","0.13","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.18","19600000","1.00,0.78,0.56,0.56,0.78,0.44,0.78,0.44,0.78,0.78,1.00,0.78","1512594154"
"atendimento aos clientes","6","0","70","69.07","0.13","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.18","19600000","1.00,0.78,0.56,0.56,0.78,0.44,0.78,0.44,0.78,0.78,1.00,0.78","1512594154"
"atendimento bom","12","39","260","78.06","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.00","20600000","0.54,0.54,0.67,0.54,0.67,0.44,0.82,0.67,0.82,1.00,0.82,0.82","1513190246"
"sac sac","2","2","30","71.88","0.00","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.00","342000000","0.75,0.50,0.50,0.75,0.75,1.00,0.75,0.75,0.50,0.50,0.75,0.50","1513110129"
"significado de atendimento","6","6","70","81.24","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1040000","0.06,0.06,0.24,0.06,0.53,0.41,0.12,0.41,0.24,1.00,0.06,0.41","1511303682"
"central de atendimento bom","17","0","880","75.27","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.01","19100000","0.54,0.10,0.15,0.67,0.15,1.00,0.44,0.19,0.29,0.29,0.29,0.44","1510485366"
"questionário de pesquisa de satisfação","7","10","90","55.57","1.69","https://blog.neoassist.com/questionario-de-satisfacao-em-8-passos/","0.00","0.00","0.40","450000","0.29,0.53,0.82,1.00,0.53,0.29,0.24,0.29,0.53,0.65,0.82,0.82","1513100606"
"exemplos de marketing de relacionamento","6","0","70","56.26","4.62","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.00","0.01","0.05","500000","0.29,0.50,1.00,0.50,0.50,0.36,0.21,0.29,0.64,0.64,0.79,0.64","1512448867"
"call center o que e","2","2","30","66.49","0.03","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.17","153000000","0.25,0.75,0.50,1.00,0.75,0.50,0.75,0.50,0.75,0.50,0.75,0.50","1513176325"
"atedimento ao cliente","2","3","30","70.95","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.29","22400000","1.00,0.75,0.75,0.75,0.50,0.50,0.75,0.50,0.50,0.75,0.75,0.75","1511764777"
"redação sobre qualidade no atendimento","10","11","110","74.48","1.62","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.18","3150000","0.19,0.55,0.02,0.19,0.44,0.67,0.10,0.03,0.10,1.00,1.00,0.02","1513588804"
"objetivo da pesquisa de satisfação do cliente","11","0","70","61.48","6.81","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.01","0.37","428000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511204579"
"dicas de bom atendimento","7","9","90","62.08","1.72","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.02","3020000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1513439559"
"texto sobre atendimento","6","12","70","67.93","0.00","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.00","0.00","0.00","25000000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511346124"
"exemplo de sla","4","4","50","60.51","0.00","https://blog.neoassist.com/modelo-de-sla/","0.00","0.00","0.11","283000","0.78,0.33,0.78,0.56,0.78,0.22,0.22,0.33,0.78,0.56,1.00,0.44","1512604726"
"pesquisa satisfação cliente","12","0","260","59.74","1.56","https://blog.neoassist.com/pesquisa-de-satisfacao/","0.00","0.00","0.75","429000","0.54,0.54,0.67,0.67,0.36,0.36,0.54,0.44,0.82,0.67,1.00,0.82","1511895100"
"o que e cliente","7","6","90","64.64","0.00","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.00","0.00","0.03","72700000","0.02,0.15,0.07,0.15,0.15,0.44,0.03,0.24,0.05,0.05,0.02,1.00","1513586822"
"padrão de atendimento ao cliente","2","2","30","48.95","2.96","https://blog.neoassist.com/o-passo-a-passo-para-um-atendimento-de-qualidade/","0.00","0.00","0.15","822000","0.80,1.00,0.60,0.60,0.40,0.20,0.60,0.40,0.60,0.80,0.80,1.00","1513119016"
"como fazer pesquisa de satisfação do cliente","7","5","70","57.62","2.57","https://blog.neoassist.com/como-fazer-pesquisa-de-satisfacao/","0.00","0.00","0.53","422000","0.02,0.02,0.06,0.02,0.67,0.10,0.67,0.16,0.06,1.00,1.00,0.24","1511191554"
"dicas para bom atendimento ao cliente","9","8","90","60.24","2.18","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.19","4920000","1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33,0.56","1513436226"
"telemarketing call center","10","7","70","74.91","3.84","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.61","148000000","0.78,1.00,1.00,0.78,0.56,0.44,1.00,0.78,1.00,0.78,1.00,1.00","1512527459"
"modelo pesquisa","7","9","50","68.13","0.94","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.32","43000000","0.57,1.00,1.00,1.00,1.00,0.43,0.29,0.43,0.57,0.71,0.71,1.00","1512557410"
"software cliente","4","5","30","72.14","0.00","https://blog.neoassist.com/21-motivos-para-sua-empresa-usar-um-software-de-atendimento-ao-cliente-omnichannel/","0.00","0.00","0.19","3860000","0.40,1.00,0.80,0.40,0.40,0.40,0.40,0.40,0.80,0.80,0.40,0.40","1511776309"
"atenção ao cliente","3","3","30","67.74","4.52","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.05","19200000","1.00,0.75,1.00,0.50,0.50,0.75,0.50,0.25,0.75,1.00,0.75,0.75","1513104343"
"atenção ao cliente","4","0","30","67.74","4.52","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.05","19200000","1.00,0.75,1.00,0.50,0.50,0.75,0.50,0.25,0.75,1.00,0.75,0.75","1513104343"
"fidelizacao","10","0","90","65.09","0.00","https://blog.neoassist.com/fidelizacao-do-cliente/","0.00","0.00","0.19","1620000","0.64,0.79,0.79,0.79,0.64,0.64,0.36,0.50,1.00,0.79,0.79,0.64","1512437343"
"serviços do sac","3","8","30","78.92","1.56","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.09","772000","0.80,0.60,0.60,0.60,0.80,0.40,0.80,0.80,1.00,0.60,0.60,0.80","1511765817"
"texto de atendimento ao cliente","9","7","90","73.28","4.23","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.00","0.00","0.32","494000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1513436079"
"dicas para um bom atendimento ao cliente","10","13","90","62.34","1.27","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.16","2820000","1.00,0.82,1.00,1.00,1.00,0.64,0.45,0.64,0.45,0.64,0.64,0.64","1512532948"
"comunique se workflow","19","29","720","61.43","0.00","https://www.neoassist.com/workflow","0.00","0.00","0.05","9000","0.44,0.67,0.16,0.67,0.16,0.44,0.55,0.24,0.16,0.16,0.82,1.00","1511164758"
"relação entre empresa e cliente","9","12","90","66.83","3.84","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.03","8870000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1513426349"
"redação sobre atendimento ao cliente","13","15","260","75.84","0.39","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.23","645000","0.66,0.81,0.81,1.00,0.66,0.34,0.81,0.81,1.00,0.81,0.81,0.66","1513179178"
"crm relacionamento com o cliente","5","0","50","72.04","12.51","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.02","0.83","386000","0.11,0.33,0.44,0.56,0.78,0.44,0.44,0.56,0.78,0.78,1.00,0.56","1509308955"
"auto atendimento ou autoatendimento","9","9","90","71.43","0.00","https://blog.neoassist.com/autoatendimento-o-poder-do-atendimento-inteligente/","0.00","0.00","0.02","76000","0.19,0.08,0.05,0.10,0.44,0.03,0.30,0.06,0.16,1.00,0.10,0.16","1511245142"
"qualidade no atendimento a clientes","2","2","20","50.03","0.00","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.00","0.00","0.05","12500000","0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.57,0.57,0.14,0.14,0.29","1511780211"
"pesquisa de satisfação ao cliente","5","5","50","60.52","2.77","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.91","421000","0.43,0.57,0.71,0.71,0.43,0.43,0.71,0.71,1.00,1.00,0.71,1.00","1512556262"
"pesquisa de satisfação ao cliente","7","6","50","60.52","2.77","https://blog.neoassist.com/pesquisa-de-satisfacao/","0.00","0.00","0.91","421000","0.43,0.57,0.71,0.71,0.43,0.43,0.71,0.71,1.00,1.00,0.71,1.00","1512556262"
"frases sobre atendimento ao cliente","5","0","50","56.86","0.29","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.07","584000","0.71,0.71,0.71,0.71,0.71,0.57,0.43,0.43,0.57,0.71,0.57,1.00","1509309509"
"planejamento trabalho","10","6","70","69.54","4.33","https://blog.neoassist.com/a-importancia-do-planejamento/","0.00","0.00","0.07","26700000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511196783"
"um bom atendimento ao cliente","8","0","90","55.59","0.29","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.20","2880000","0.82,0.64,0.82,0.64,1.00,0.45,0.82,0.45,1.00,0.82,1.00,0.82","1512420717"
"serviços de atendimento ao cliente","5","0","40","56.45","2.08","https://blog.neoassist.com/5-tecnicas-para-descobrir-a-eficiencia-do-seu-servico-de-atendimento-ao-cliente-sac/","0.00","0.00","0.20","13500000","0.60,1.00,1.00,0.40,1.00,0.80,0.40,0.80,0.80,0.80,1.00,0.40","1509338354"
"serviços de atendimento ao cliente","6","0","40","56.45","2.08","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.20","13500000","0.60,1.00,1.00,0.40,1.00,0.80,0.40,0.80,0.80,0.80,1.00,0.40","1509338354"
"modelo de pesquisa de satisfacao","5","0","40","66.65","1.07","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.49","77000","0.29,0.57,0.71,0.57,0.57,0.29,0.43,0.29,0.71,0.57,1.00,0.71","1509352823"
"formulário de satisfação do cliente","9","10","70","64.33","0.78","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.36","612000","0.04,0.35,0.15,0.35,1.00,0.81,1.00,0.42,0.12,0.12,0.04,0.12","1511251625"
"uq center","7","9","70","45.25","0.00","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.00","8270000","0.14,0.14,0.14,0.14,0.14,0.57,0.71,0.14,1.00,0.14,0.14,0.14","1511278814"
"carta de satisfação ao cliente","8","0","90","55.77","0.00","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.00","0.00","574000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1510532263"
"o que e um call center","2","2","20","67.77","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.28","149000000","0.33,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.67,0.33,1.00,0.33","1511812834"
"o que é kpi","31","32","3600","64.84","0.94","https://blog.neoassist.com/service-level-agreement-kpi/","0.00","0.00","0.02","354000","1.00,0.03,0.16,0.82,0.29,0.55,0.82,0.36,0.24,0.24,0.13,0.19","1513519149"
"o que é se","14","0","320","86.95","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","418000000","0.19,1.00,0.44,1.00,0.67,0.67,0.16,0.36,0.24,0.24,0.36,0.24","1513281811"
"cers com","7","6","260","63.81","0.06","https://cers.neoassist.com/?th=chatcers","0.00","0.00","0.20","5580000","0.10,0.10,0.36,0.16,0.44,1.00,1.00,0.02,0.10,0.10,0.03,0.05","1513505389"
"a qualidade no atendimento ao cliente","2","0","20","54.51","0.00","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.00","0.00","0.13","11200000","0.33,1.00,1.00,0.33,1.00,0.33,0.33,0.67,0.67,0.33,0.33,0.67","1511793984"
"modelo de pesquisa de satisfação de clientes","7","7","70","61.58","2.18","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.57","423000","0.28,0.06,0.22,0.06,0.66,0.28,0.03,1.00,0.06,0.66,0.44,0.44","1511150274"
"assist","36","30","27100","72.51","0.13","https://www.neoassist.com/","0.00","0.00","0.00","580000000","0.45,0.82,0.20,0.82,0.55,0.55,0.55,0.24,0.16,0.16,1.00,0.37","1513590114"
"sala de call center","10","0","90","54.53","0.06","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.25","1340000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1513477576"
"o que é serviço","20","20","720","73.19","0.06","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.02","419000000","0.03,0.03,0.06,0.03,0.54,1.00,0.02,0.30,0.01,0.44,0.23,0.16","1512505383"
"redação sobre atendimento","14","0","320","76.61","0.03","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.00","0.00","0.04","13300000","0.30,0.08,0.03,0.08,0.08,0.05,0.01,1.00,0.67,0.67,0.55,0.24","1513283608"
"redação sobre atendimento","13","0","320","76.61","0.03","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.04","13300000","0.30,0.08,0.03,0.08,0.08,0.05,0.01,1.00,0.67,0.67,0.55,0.24","1513283608"
"fidelizar cliente","11","0","50","60.41","0.00","https://blog.neoassist.com/fidelizar-clientes-porque/","0.00","0.00","0.22","443000","0.57,0.71,0.71,1.00,0.71,0.71,0.71,0.57,1.00,0.71,1.00,0.57","1509308956"
"quais são os tipos de atendimento ao cliente","8","8","90","64.50","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.00","0.00","0.30","14900000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1513570362"
"como garantir a qualidade de um produto","8","9","90","63.39","1.20","https://blog.neoassist.com/como-garantir-atendimento-de-qualidade/","0.00","0.00","0.07","2240000","0.43,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.43,0.14","1513431093"
