Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"emaul","92","88","480","83.54","0.61","https://www.zendesk.com.br/inbox/","0.00","0.00","0.06","1925032000","0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.67,1.00,0.82,1.00,0.82","1513390042"
"atendimento telefone claro","98","0","70","79.98","1.07","https://www.zendesk.com.br/enterprise/","0.00","0.00","0.35","679000","0.45,0.45,0.64,0.64,0.45,0.64,0.64,1.00,0.82,0.64,0.45,0.64","1512501064"
"eimal","96","0","40","82.65","0.00","https://www.zendesk.com.br/inbox/","0.00","0.00","0.07","2165032000","1.00,1.00,1.00,1.00,0.29,0.29,0.29,0.43,0.71,0.29,0.43,0.43","1509352920"
"predictive dialer cost","47","0","90","23.17","0.00","https://www.zendesk.com.br/talk/details/hosted-predictive-dialer/","0.00","0.00","0.00","176000","0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20","1513570540"
"o que e atendimento ao cliente","34","0","50","70.74","0.16","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.40","22300000","0.33,0.56,1.00,0.44,0.78,0.22,0.33,0.33,0.56,0.33,0.78,0.56","1512549220"
"novo auto atendimento","84","91","70","79.43","0.00","https://www.zendesk.com.br/self-service/","0.00","0.00","0.03","2400000","0.41,0.82,1.00,0.65,0.53,0.53,0.29,0.41,0.53,0.18,0.12,0.12","1512501618"
"outlook o que é","75","87","140","84.19","0.00","https://www.zendesk.com.br/outlook/","0.00","0.00","0.01","6100000","0.36,0.67,0.15,0.67,1.00,1.00,0.44,0.19,0.29,0.29,0.19,0.29","1513404820"
"riot games founders","82","0","90","59.74","0.00","https://www.zendesk.com.br/customer/riot-games/","0.00","0.00","0.00","0","0.11,0.56,0.11,0.56,0.11,0.33,0.11,1.00,0.11,0.56,0.78,0.56","1513567082"
"twivago","13","0","70","70.80","0.00","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.00","21800000","0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.14,0.14,0.14,0.29,0.14","1511326989"
"nottingham trent university","36","0","110","46.60","0.13","https://www.zendesk.com.br/customer/nottingham-trent-university/","0.00","0.00","0.02","2170000","1.00,0.01,0.06,0.01,0.06,0.04,0.03,0.19,0.29,0.29,0.44,0.44","1513396814"
"ligações gratuitas","79","79","140","78.66","0.81","https://www.zendesk.com.br/talk/local-toll-free-numbers/","0.00","0.00","0.38","618000","0.43,0.52,0.43,0.52,0.43,0.43,0.43,0.52,1.00,0.81,1.00,0.67","1512393505"
"ti suporte","58","45","40","50.68","6.71","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.00","0.00","0.38","9310000","0.71,1.00,0.71,0.57,0.43,0.29,0.57,0.43,1.00,0.71,0.71,0.43","1513017154"
"lazada contact","55","0","90","41.42","0.00","https://www.zendesk.com.br/customer/lazada-group/","0.00","0.00","0.00","34100000","0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.56,0.11,0.33,0.11,0.56","1509730984"
"e xpedia","95","59","70","73.84","0.29","https://www.zendesk.com.br/customer/expedia/","0.00","0.00","0.21","37500000","0.56,0.11,0.11,0.11,0.11,0.11,0.44,1.00,0.22,0.22,0.56,0.22","1511280186"
"e ntrar","37","46","90","77.88","0.00","https://www.zendesk.com.br/login/","0.00","0.00","0.00","546000000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1510512419"
"rh central","26","27","110","74.21","2.02","https://www.zendesk.com.br/internal-help-desk/","0.00","0.00","0.05","378000000","0.64,0.79,0.79,0.79,0.79,0.50,0.79,1.00,1.00,1.00,1.00,0.79","1512500864"
"outlookoffice","44","51","390","74.24","1.36","https://www.zendesk.com.br/outlook/","0.00","0.00","0.13","344000000","0.19,0.19,0.82,0.19,0.55,0.30,0.24,0.55,0.82,0.82,1.00,0.82","1513324516"
"free live chat","12","17","40","44.74","0.16","https://www.zendesk.com.br/chat/features/free-live-chat-software-download/","0.00","0.00","0.20","214000000","0.71,0.57,0.57,0.57,0.57,0.29,0.29,0.14,0.57,0.43,1.00,0.43","1513086776"
"lonely plant","25","19","90","80.71","0.58","https://www.zendesk.com.br/customer/lonely-planet/","0.00","0.00","0.18","0","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1513462904"
"telefonica br","76","94","90","63.94","8.40","https://www.zendesk.com.br/talk/","0.00","0.00","0.07","15200000","0.82,1.00,0.24,1.00,0.67,0.15,0.67,0.29,0.44,0.44,0.44,0.19","1513424118"
"software para empresas","47","31","260","62.09","8.96","https://www.zendesk.com.br/enterprise/","0.00","0.00","0.95","59900000","0.81,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00","1511881081"
"automatic chat bot","27","28","70","35.89","2.47","https://www.zendesk.com.br/answer-bot/","0.00","0.00","0.29","384000","0.14,0.14,0.14,0.14,0.14,1.00,0.29,0.14,0.14,0.14,0.43,1.00","1511189305"
"suporte celular painel","89","0","70","91.26","0.32","https://www.zendesk.com.br/product/mobile/","0.00","0.00","1.00","568000","0.06,0.10,0.05,0.10,0.01,0.02,0.55,0.24,0.05,0.05,0.06,1.00","1511209592"
"groupon us","39","44","50","76.07","0.45","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.09","55100000","0.24,0.18,0.24,0.24,0.41,0.18,0.29,0.24,1.00,0.29,0.24,0.29","1509323412"
"raphas car","24","0","480","75.06","0.00","https://www.zendesk.com.br/customer/rapha/","0.00","0.00","0.02","1340000","0.19,0.19,0.82,0.19,0.54,0.29,0.24,0.54,0.82,0.82,1.00,0.82","1513196491"
"the vagas","81","0","70","76.98","0.22","https://www.zendesk.com.br/jobs/","0.00","0.00","0.18","36300000","0.78,0.56,0.56,0.33,0.56,0.33,1.00,1.00,1.00,0.78,0.78,1.00","1512503851"
"support uber com","18","18","1600","53.66","1.23","https://www.zendesk.com.br/customer/uber/","0.00","0.00","0.22","10400000","0.09,0.11,0.03,0.11,0.11,0.07,0.82,0.36,0.23,0.23,0.30,1.00","1513544284"
"suporte google telefone","57","0","390","85.78","1.49","https://www.zendesk.com.br/contact/","0.00","0.00","0.24","11300000","0.05,0.10,0.03,0.10,0.55,0.30,0.24,0.55,0.82,0.82,1.00,0.82","1513309878"
"live chat software","38","40","20","45.48","0.00","https://www.zendesk.com.br/chat/features/best-live-chat-software/","0.00","0.00","0.87","29000000","1.00,0.75,0.50,0.50,0.75,0.25,0.25,0.50,0.25,0.25,0.25,0.25","1508847140"
"software para call center","25","0","70","51.67","18.38","https://www.zendesk.com.br/talk/features/inbound-call-center/","0.00","0.00","0.97","38900000","0.41,0.41,0.41,0.41,1.00,0.53,0.53,0.41,0.41,0.29,0.41,0.29","1512436896"
"comparar planos celular","55","61","50","71.73","2.11","https://www.zendesk.com.br/support/compare/","0.00","0.00","0.16","476000","0.78,0.44,0.44,0.22,0.56,0.78,1.00,0.78,1.00,0.44,0.33,0.56","1512552154"
"chat brasil online","76","0","170","64.61","0.87","https://www.zendesk.com.br/chat/","0.00","0.00","0.83","51300000","0.19,0.42,0.27,0.35,0.35,0.81,0.81,0.54,1.00,1.00,0.81,0.81","1512526369"
"sistema help desk free","12","26","40","65.89","44.51","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.00","0.00","0.95","184000000","1.00,0.80,1.00,1.00,0.60,0.60,0.60,0.40,0.60,0.20,0.60,0.40","1512849218"
"gerenciamento de e-mail","89","0","30","70.67","1.69","https://www.zendesk.com.br/inbox/","0.00","0.00","0.17","1950000","0.40,0.60,1.00,0.40,0.60,0.40,0.40,0.40,0.80,0.40,0.60,0.40","1511702403"
"grupn","46","28","260","89.98","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.13","55900000","0.81,0.66,0.81,1.00,0.81,0.66,1.00,0.66,0.81,0.81,0.81,0.81","1511895404"
"oq é software","64","50","720","86.98","2.99","https://www.zendesk.com.br/","0.00","0.00","0.02","5690000","0.30,0.25,0.11,0.25,0.34,1.00,0.04,0.09,0.06,0.06,0.06,0.13","1511632260"
"brbrid","96","0","1300","85.33","0.13","https://www.zendesk.com.br/login/","0.00","0.00","0.10","88000","0.24,0.67,0.13,0.67,0.82,1.00,0.03,0.13,0.19,0.19,0.16,0.24","1511702853"
"chat gratuito para site","37","62","70","55.92","1.66","https://www.zendesk.com.br/chat/","0.00","0.00","0.90","2790000","0.64,1.00,0.64,0.64,0.50,0.36,0.29,0.36,0.50,0.50,0.64,0.64","1512422567"
"grupomn","35","38","90","89.90","0.19","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","55300000","0.64,0.64,0.64,0.64,0.64,0.64,1.00,0.64,0.64,0.82,1.00,0.82","1512410260"
"sobre e mail","81","89","70","75.74","0.00","https://www.zendesk.com.br/inbox/","0.00","0.00","0.09","217000000","0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56,0.22","1511293903"
"cliente de email online","72","0","40","80.00","6.28","https://www.zendesk.com.br/inbox/","0.00","0.00","0.09","15800000","0.80,0.60,0.60,1.00,0.60,0.40,0.80,0.60,0.80,1.00,1.00,1.00","1512995677"
"o que são termos complementares","47","34","140","83.39","0.00","https://www.zendesk.com.br/company/customers-partners/master-subscription-agreement/","0.00","0.00","0.01","5010000","1.00,0.01,0.01,0.01,0.03,0.01,0.00,0.03,0.01,0.01,0.04,0.13","1513386553"
"mensagem para empresa","66","54","140","82.05","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","22500000","0.67,0.81,0.52,0.67,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67","1512393407"
"sistema de gerenciamento","45","83","390","64.06","7.23","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.00","0.00","0.89","15500000","0.54,0.67,0.81,1.00,0.81,0.54,0.67,0.81,0.81,1.00,1.00,0.81","1511405987"
"plug and play startup camp","53","58","90","39.10","0.00","https://www.zendesk.com.br/startups/","0.00","0.00","0.00","171000","0.11,0.11,0.11,0.22,0.78,0.11,0.33,1.00,0.56,0.11,0.11,0.11","1513585802"
"atedimento ao cliente","32","0","30","70.95","0.00","https://www.zendesk.com.br/support/","0.00","0.00","0.29","22400000","1.00,0.75,0.75,0.75,0.50,0.50,0.75,0.50,0.50,0.75,0.75,0.75","1511764777"
"prezi presentation demo","41","45","90","75.29","0.00","https://www.zendesk.com.br/customer/prezi/","0.00","0.00","0.00","398000","0.14,0.14,0.14,1.00,0.14,0.14,0.57,0.14,0.14,0.14,0.43,0.14","1513565980"
"livehelp","13","8","50","39.49","0.00","https://www.zendesk.com.br/chat/features/live-help-software/","0.00","0.00","0.01","25300000","1.00,1.00,1.00,0.43,1.00,0.57,0.71,0.71,0.71,0.71,0.71,0.71","1512583102"
"sistema de gerenciamento de dados","73","72","20","68.95","0.00","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.00","0.00","0.61","11900000","0.50,0.50,0.50,0.75,0.50,0.25,1.00,0.50,0.75,0.50,0.75,1.00","1511695877"
"sac groupon telefone","88","0","110","72.99","0.74","https://www.zendesk.com.br/","0.00","0.00","0.10","433000","0.82,0.82,1.00,0.41,0.29,0.41,0.65,0.82,0.65,0.82,0.65,0.41","1512464436"
"www bem vindo facebook com br","86","0","170","84.61","0.06","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.07","5640000","0.54,0.54,0.19,0.24,1.00,0.12,0.29,0.12,0.12,0.12,0.12,0.19","1512398961"
"atende simples","25","24","110","69.18","1.89","https://www.zendesk.com.br/blog/atende-simples-zendesk/","0.00","0.00","0.02","1440000","0.55,0.36,0.16,0.36,0.19,0.24,0.44,1.00,0.67,0.67,0.12,0.67","1513588925"
"como atender um cliente","55","47","480","65.37","1.72","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.04","18900000","0.38,0.07,0.17,0.07,0.14,0.46,1.00,0.21,0.14,0.14,0.09,0.09","1511620804"
"e mail para cliente","47","41","30","68.57","0.00","https://www.zendesk.com.br/recursos/email-rumo-nuvem/","0.00","0.00","0.19","50100000","1.00,1.00,1.00,1.00,0.33,0.67,1.00,1.00,1.00,0.67,0.67,0.67","1511375492"
"crowdspring","7","0","70","70.44","4.39","https://www.zendesk.com.br/why-zendesk/customer/crowdspring/","0.00","0.00","0.17","116000","0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44","1511201036"
"real multimarca","93","75","70","67.28","0.00","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.10","2780000","0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511308977"
"telefone de contato nextel","78","54","90","77.18","1.56","https://www.zendesk.com.br/contact/","0.00","0.00","0.22","553000","0.64,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,1.00,0.82","1513088543"
"wordpress chat plugin","26","0","20","50.38","3.42","https://www.zendesk.com.br/chat/features/best-wordpress-chat-plugin/","0.00","0.00","0.13","1780000","1.00,1.00,0.67,1.00,0.67,0.33,1.00,0.33,1.00,0.67,0.67,0.67","1511693507"
"precos","67","20","1900","75.67","0.45","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.33","46700000","0.68,0.84,0.84,0.84,1.00,0.84,1.00,1.00,1.00,1.00,1.00,1.00","1511095895"
"chat de relacionamentos","44","48","170","74.93","1.49","https://www.zendesk.com.br/","0.00","0.00","0.92","480000","1.00,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.67","1508911441"
"aplicativos de chat","36","49","90","79.53","1.62","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.62","1300000","0.79,0.64,0.64,0.64,0.64,0.64,1.00,0.79,0.79,0.64,0.79,0.50","1512407773"
"chat website","27","0","50","37.63","1.69","https://www.zendesk.com.br/chat/features/live-chat-website/","0.00","0.00","0.68","218000000","0.78,0.56,1.00,0.78,0.78,0.56,0.78,0.56,0.78,0.22,0.22,0.56","1509352805"
"www seja bem vindo ao facebook","59","65","90","78.76","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","0","0.29,0.07,0.36,1.00,0.36,0.21,0.21,0.50,0.07,0.07,0.07,0.50","1513485649"
"broswer stack","22","0","90","78.53","0.00","https://www.zendesk.com.br/customer/browserstack/","0.00","0.00","0.00","284000","1.00,0.11,0.44,0.11,0.78,0.11,0.78,0.33,0.11,0.11,0.11,0.11","1510559237"
"majento","53","47","110","58.09","3.87","https://www.zendesk.com.br/chat/features/magento-live-chat/","0.00","0.00","0.77","70900000","0.79,0.79,0.64,0.79,0.79,0.50,0.79,0.64,0.79,0.79,0.79,1.00","1512476081"
"autoatendimento","79","88","2900","74.77","2.50","https://www.zendesk.com.br/guide/","0.00","0.00","0.01","1270000","0.66,0.55,0.82,0.82,0.82,0.82,0.23,0.36,0.66,0.82,0.82,1.00","1513546480"
"rackspace cloud support","11","25","90","59.00","0.00","https://www.zendesk.com.br/why-zendesk/customer/rackspace-cloud/","0.00","0.00","0.00","1740000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33","1513568043"
"brazilians","85","0","1300","61.83","0.00","https://www.zendesk.com.br/company/press/brazilians-demanding-customer-service/","0.00","0.00","0.00","7340000","1.00,0.68,0.68,0.84,0.84,0.84,0.68,0.68,0.68,0.68,0.53,0.53","1511312273"
"aplicativo mobile para android","94","0","30","73.97","0.32","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.47","2110000","0.40,0.40,1.00,0.80,0.80,1.00,0.40,0.60,0.60,0.60,0.40,0.80","1513110280"
"aos login","80","60","90","42.27","0.00","https://www.zendesk.com.br/login/","0.00","0.00","0.00","17700000","0.60,0.20,0.80,0.20,0.20,1.00,0.40,0.20,0.60,0.20,0.20,0.20","1511162092"
"help products","24","0","90","57.69","0.00","https://www.zendesk.com.br/company/press/zendesk-unveils-products-help-enterprises-build-better-customer-relationships/","0.00","0.00","0.00","455032000","0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20","1509735692"
"bemvido ao facebook","46","67","210","92.48","0.22","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.03","0","1.00,0.67,0.35,0.35,0.44,0.29,0.54,0.15,0.15,0.15,0.19,0.35","1512517488"
"seja bem vindo ao facebook mensagem","25","28","90","79.49","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.02","13000000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00,0.11","1511190077"
"melhores chats online","96","0","90","69.64","1.20","https://www.zendesk.com.br/chat/","0.00","0.00","0.61","3740000","0.50,0.50,1.00,0.64,0.64,0.36,0.64,0.64,0.79,0.29,0.79,1.00","1513427627"
"chat online para empresas","39","25","70","53.73","2.99","https://www.zendesk.com.br/chat/features/wordpress-live-chat/","0.00","0.00","0.82","3290000","1.00,0.78,0.33,0.78,0.11,0.11,0.11,0.44,0.78,0.78,0.44,0.22","1511161663"
"trifago","17","19","90","77.06","0.16","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.29","21800000","0.81,0.54,0.23,0.54,0.19,0.19,0.06,0.19,0.04,0.04,0.44,1.00","1513468571"
"emaii","98","0","90","81.78","0.35","https://www.zendesk.com.br/inbox/","0.00","0.00","0.11","2005032000","0.64,0.64,0.79,1.00,0.50,0.50,0.50,0.64,0.79,0.64,0.64,0.64","1512410184"
"bem vindo ao facebook entrar","58","70","1000","73.62","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","3220000","0.68,0.84,1.00,0.84,0.84,0.68,0.53,0.38,0.38,0.38,0.31,0.25","1511619167"
"live help","57","21","40","50.49","0.00","https://www.zendesk.com.br/chat/features/live-help-software/","0.00","0.00","0.20","1430000000","0.57,0.57,1.00,0.71,0.43,0.43,0.57,0.43,0.43,0.57,0.43,0.29","1513084112"
"gokgle play","91","0","90","92.11","0.00","https://www.zendesk.com.br/company/press/zendesk-powers-new-customer-engagement-opportunities-in-google-play/","0.00","0.00","0.00","1300000000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1509737169"
"aplicativos de mensagens","21","39","260","84.90","1.43","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.48","8140000","0.81,0.81,0.66,0.81,0.66,0.81,0.81,0.81,1.00,1.00,1.00,1.00","1508846194"
"zossk","15","0","70","82.28","0.06","https://www.zendesk.com.br/customer/zoosk/","0.00","0.00","0.19","7800000","0.78,0.44,1.00,0.56,0.44,0.56,0.56,0.56,0.56,0.56,0.44,0.78","1509309512"
"atendimento cliente claro","70","75","110","81.91","1.01","https://www.zendesk.com.br/enterprise/","0.00","0.00","0.30","3350000","0.64,0.79,0.64,0.64,0.79,1.00,1.00,0.79,0.79,0.64,1.00,0.79","1512405462"
"rtrivago","17","0","110","75.33","0.29","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.22","21800000","0.36,0.24,1.00,0.24,0.12,0.16,0.30,0.67,0.44,0.44,0.82,0.44","1513398813"
"developer zendesk","12","0","90","58.92","0.00","https://www.zendesk.com.br/chat/compare/","0.00","0.00","0.14","525000","0.11,0.11,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511195434"
"developer zendesk","13","0","90","58.92","0.00","https://www.zendesk.com.br/customer/spartan-race/","0.00","0.00","0.14","525000","0.11,0.11,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511195434"
"developer zendesk","5","5","90","58.92","0.00","https://www.zendesk.com.br/company/customers-partners/application-developer-api-license-agreement/","0.00","0.00","0.14","525000","0.11,0.11,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511195434"
"developer zendesk","11","6","90","58.92","0.00","https://www.zendesk.com.br/product/tech-specs/","0.00","0.00","0.14","525000","0.11,0.11,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1511195434"
"e-mail válido","95","99","70","68.17","1.40","https://www.zendesk.com.br/contact/","0.00","0.00","0.16","5690000","0.36,0.36,0.45,0.45,0.45,0.45,0.64,0.64,0.64,0.64,0.82,1.00","1511194740"
"dos support","88","65","90","62.88","0.00","https://www.zendesk.com.br/support/","0.00","0.00","0.00","220000000","0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.25","1511200443"
"ferramenta service desk","27","29","70","49.21","7.69","https://www.zendesk.com.br/","0.00","0.00","0.94","287000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511196046"
"preço preço","75","54","140","53.74","4.30","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.17","76000000","0.24,0.14,0.33,0.33,0.52,0.52,0.81,0.67,0.81,0.67,1.00,1.00","1512394033"
"software help desk gratuito","22","45","40","63.64","61.10","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.00","0.00","0.93","516000","0.29,0.43,0.71,0.43,0.43,0.43,0.57,0.71,0.71,0.57,1.00,0.71","1513190818"
"joomla em portugues","58","0","30","66.65","0.00","https://www.zendesk.com.br/chat/features/joomla-live-chat/","0.00","0.00","0.03","526000","0.75,1.00,1.00,0.75,0.50,0.50,0.75,1.00,0.75,0.50,0.75,0.75","1511724455"
"call ceneter","46","67","90","70.27","0.00","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.00","141000000","0.11,0.78,0.11,0.78,1.00,0.11,0.11,0.11,0.33,0.33,0.11,0.11","1510532469"
"como se comunicar com o cliente","51","40","90","60.61","0.00","https://www.zendesk.com.br/blog/boas-praticas-para-se-comunicar-com-seu-cliente-nas-redes-sociais/","0.00","0.00","0.00","4970000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1510531543"
