	keyword	Position	volume	difficulty	CPC	Competition	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
415	vivo online atendimento	68	20	85.58	0.94	0.19	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
416	scx 5835	38	140	66.16	0.61	0.52	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
417	chamado tecnico	82	590	55.33	5.24	0.04	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
418	alinhamento inep	38	880	68.73	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
419	ecg rj	25	50	69.18	0.0	0.16	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
420	entrar na caixa de entrada do meu email	100	20	92.43	0.06	0.54	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
421	luna ciclo sport	66	110	84.2	0.03	0.11	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
422	impressora samsung 4070	41	720	75.32	1.4	0.99	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
423	aplicativo do tom para baixar	45	30	91.89	0.0	0.2	0.0	0.0	74.0	157.0	9.0	26248.0	223.0	5.836635	32.0	27.0	23.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
424	chat online sem cadastro	82	110	61.85	0.84	0.61	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
425	locaweb email entrar	36	210	63.71	0.19	0.17	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
426	hotmail caixa de entrada de emails	54	20	84.14	0.03	0.36	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
427	como recuperar email antigos no outlook	66	70	87.37	0.32	0.06	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
428	quais os principais tipos de conhecimento	44	70	77.83	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
429	cfop 5108	68	390	67.73	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
430	personalização de painel	67	20	70.64	0.0	0.31	0.0	0.0	65.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
431	betha livro	53	590	71.57	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
432	betha livro	54	590	71.57	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
433	hotmail caixa de email	73	40	85.87	0.35	0.4	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
434	locaweb problemas	50	70	66.86	1.04	0.14	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
435	como desbloquear modem gvt	32	170	73.58	13.1	0.09	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
436	produtos digitais	53	320	51.81	0.32	0.06	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	0.0	9.0	18.0	tomticket	second_page
437	login.vivo.com.br	100	110	92.84	0.29	0.32	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	9.0	9.0	1.0	0.0	tomticket	second_page
438	app tom	57	140	72.85	1.2	0.31	0.0	0.0	74.0	157.0	9.0	26248.0	223.0	5.836635	32.0	27.0	23.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
439	baixar tom android	70	50	87.81	0.0	0.15	0.0	0.0	74.0	157.0	9.0	26248.0	223.0	5.836635	32.0	27.0	23.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
440	intralinks login	66	720	23.36	7.26	0.07	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
441	locaweb wiki	74	210	59.51	2.44	0.09	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
442	quebrar senha do windows 8	76	210	75.53	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
443	da help desk	49	90	61.33	0.0	0.0	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
444	pasta do outlook	57	40	71.45	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
445	quebrar senha windows 7 pendrive	62	90	73.58	2.5	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
446	caixa de entrada do hotmail entrar	98	40	77.21	0.03	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
447	impressora samsung scx 3400 series	67	90	78.74	2.5	0.63	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
448	help desk o que é	19	90	67.45	6.74	0.32	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
449	aplicativo ticket	75	480	73.56	0.48	0.27	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
450	template de email	87	40	54.52	9.22	0.28	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
451	localweb mail	58	140	55.95	0.32	0.17	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
452	chat atendimento online gratis	20	90	57.58	12.9	0.55	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
453	entra na caixa de entrada do hotmail	93	70	83.04	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
455	elegant formaturas	16	170	77.27	0.0	0.04	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
456	a baixar tom	78	30	91.47	0.0	0.2	0.0	0.0	74.0	157.0	9.0	26248.0	223.0	5.836635	32.0	27.0	23.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
457	painel de avisos	54	140	80.93	0.87	0.88	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
458	entrar na caixa de entrada do outlook	51	50	85.76	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
459	ler email gmail	23	590	86.9	0.13	0.41	0.0	0.0	69.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
460	bateria para gps	40	140	82.47	0.42	0.82	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
461	login e senha sky	68	390	77.42	3.51	0.02	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
462	cfop 5667	38	140	59.84	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
463	template of email	86	70	60.41	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
464	meu tom download	31	210	81.96	0.03	0.1	0.0	0.0	74.0	157.0	9.0	26248.0	223.0	5.836635	32.0	27.0	23.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
465	rodapé html	73	110	74.07	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
466	www caixa de entrada hotmail	55	20	90.17	0.03	0.19	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
467	livro betha	59	590	78.6	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
468	cadastro de clientes free	100	40	80.93	1.43	0.78	21.0	17.0	62.0	157.0	0.0	34164.0	805.0	15.1855755	131.0	33.0	22.0	3.0	0.0	7.0	6.0	tomticket	second_page
469	programa para quebrar senha	63	140	85.73	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
470	criar conta shaiya	20	40	59.54	0.13	0.11	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
471	como colocar o cartucho na impressora	74	260	87.06	0.0	0.01	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
472	www hotmail caixa de entrada	51	20	83.67	0.0	0.12	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	tomticket	second_page
