	keyword	Position	volume	difficulty	CPC	Url	Competition	title	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
2281	sebrae atendimento online	30	30	77.23	0.0	https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/	0.18																	octadesk	second_page
2282	sistema help desk free	31	40	65.89	44.51	https://www.octadesk.com/	0.95	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2307	qualidade no atendimento ao público interno e externo	95	170	64.78	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.01				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2308	reclame aquii	62	140	71.84	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.03																	octadesk	second_page
2309	atedimento ao cliente	74	30	70.95	0.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.29				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
2310	www dicasdemulher	84	70	76.1	0.0	https://blog.octadesk.com/outubro-rosa/	0.05																	octadesk	second_page
2311	como atender um cliente	81	480	65.37	1.72	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.04				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2312	planilha controle de qualidade	71	20	58.54	2.67	https://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/	0.37				64.0	148.0	8.0	63665.0	1215.0	12.411843	8.0	60.0	5.0					octadesk	second_page
2313	o que é um atendimento de qualidade	15	40	51.54	0.0	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.1				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2314	o que é um atendimento de qualidade	16	40	51.54	0.0	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.1				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2315	o que e cultura organizacional	98	210	75.93	0.13	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.06				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
2316	ferramenta service desk	15	70	49.21	7.69	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.94				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
2317	estudo de caso qualidade no atendimento ao cliente	85	90	72.86	0.0	http://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.25																	octadesk	second_page
2318	script atendimento online	63	50	50.3	8.83	http://blog.octadesk.com/dicas-de-como-fidelizar-clientes/	0.24																	octadesk	second_page
2319	caracteristicas de um profissional etico	26	90	75.12	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.0				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
2320	guias american express	61	90	72.14	0.0	https://blog.octadesk.com/guia-de-atendimento-ao-cliente/	0.0				59.0	125.0	8.0	71803.0	1765.0	16.12189	10.0	70.0	5.0					octadesk	second_page
2321	distribuidora roge	44	170	78.41	0.0	https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento	0.01				68.0	120.0	68.0	30581.0	973.0	21.284457999999997	223.0	9.0	5.0					octadesk	second_page
2322	cadastro clientes excel	96	210	69.76	1.89	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.28																	octadesk	second_page
2323	sla de atendimento	85	70	45.72	0.0	https://www.octadesk.com/comparativo/controle-de-chamados	0.03																	octadesk	second_page
2324	dicas sobre relacionamento	63	70	75.84	0.06	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.11				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
2325	melhor atendimento ao cliente	31	70	70.27	0.0	https://blog.octadesk.com/guia-de-atendimento-ao-cliente/	0.16				59.0	125.0	8.0	71803.0	1765.0	16.12189	10.0	70.0	5.0					octadesk	second_page
2326	reclamequi	46	320	75.56	0.35	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2327	frases de satisfação do cliente	47	90	66.76	3.68	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.19																	octadesk	second_page
2328	um cliente insatisfeito	60	70	53.61	0.0	https://blog.octadesk.com/tag/cliente-insatisfeito/	0.0				51.0	0.0	8.0	59113.0	503.0	5.4556527	10.0	61.0	5.0					octadesk	second_page
2329	diminuir	93	1900	78.11	0.0	https://blog.octadesk.com/como-diminuir-o-numero-de-reclamacoes-no-atendimento-ao-cliente/	0.01																	octadesk	second_page
2330	sla zendesk	24	70	65.39	0.0	https://www.octadesk.com/concorrentes/zendesk	0.37																	octadesk	second_page
2331	baixando ebooks	89	30	71.31	0.0	https://www.octadesk.com/materiais-para-helpdesk	0.03																	octadesk	second_page
2332	chat online para site	47	170	58.92	1.69	https://blog.octadesk.com/chat-octadesk-canal-de-atendimento-online/	0.87				51.0	151.0	8.0	60813.0	937.0	9.881111	9.0	57.0	5.0					octadesk	second_page
2333	dicas e-commerce	52	50	72.33	7.85	https://blog.octadesk.com/ig-e-commerce-atendimento/	0.43																	octadesk	second_page
2334	como fazer check list	72	70	62.59	1.04	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.01																	octadesk	second_page
2335	chat.com online	52	20	50.26	1.07	https://www.octadesk.com/chat-para-site	0.93																	octadesk	second_page
2336	frases para um bom atendimento ao cliente	30	90	62.22	0.0	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.14																	octadesk	second_page
2337	video de atendimento ao cliente	44	140	85.09	0.0	https://www.octadesk.com/atendimento-ao-cliente	0.07				54.0	83.0	57.0	50365.0	1096.0	14.643105499999999	114.0	26.0	5.0					octadesk	second_page
2338	empresa help	49	30	37.21	0.35	https://www.octadesk.com/	0.2	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2363	treinamento em atendimento ao cliente	54	30	56.79	1.2	http://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.47																	octadesk	second_page
2364	controle de clientes gratis	39	70	79.59	4.43	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.77																	octadesk	second_page
2365	sac revista epoca	72	40	70.02	0.06	https://blog.octadesk.com/epoca-negocios-rodrigo-ricco/	0.05				58.0	148.0	8.0	55996.0	483.0	5.6271877	28.0	55.0	6.0					octadesk	second_page
2366	planilha de controle de	70	20	74.56	0.0	https://blog.octadesk.com/planilha-de-controle-de-chamados/	0.57																	octadesk	second_page
2367	rclame aqui	56	390	75.44	1.49	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2368	sobre atendimento ao cliente	57	30	70.14	0.0	https://blog.octadesk.com/	0.46				67.0	49.0	8.0	65032.0	933.0	8.955591	330.0	75.0	5.0					octadesk	second_page
2369	relatorio de atendimento ao cliente	36	50	61.53	0.0	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.15				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
2370	analista help desk	52	30	86.09	5.7	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.37				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
2371	planilha de clientes excel gratis	82	50	64.9	2.11	http://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.44																	octadesk	second_page
2372	como surgiu o atendimento ao cliente	15	70	62.74	7.85	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.35				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2373	treinamento impacta	75	20	69.69	0.06	https://blog.octadesk.com/recrutamento-de-pessoas/	0.11				64.0	142.0	8.0	69537.0	2123.0	19.882939999999998	23.0	56.0	7.0					octadesk	second_page
2374	desk	84	2400	56.4	2.86	https://www.octadesk.com/	0.09	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2399	atendimento gratis	46	110	70.19	0.0	https://www.octadesk.com/	0.18	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2424	empatia com o cliente	46	90	49.0	0.0	https://blog.octadesk.com/empatia-melhora-o-mundo-e-faz-sua-empresa-crescer/	0.0				50.0	150.0	8.0	59224.0	650.0	7.255503999999999	5.0	59.0	5.0					octadesk	second_page
2425	a importancia de um bom atendimento	76	70	53.81	0.29	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.05				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
2426	rodrigo novo	48	70	88.19	0.0	https://blog.octadesk.com/epoca-negocios-rodrigo-ricco/	0.0				58.0	148.0	8.0	55996.0	483.0	5.6271877	28.0	55.0	6.0					octadesk	second_page
2427	reclame aquu	41	590	76.54	0.16	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
2428	sistema de clientes	32	20	61.45	0.81	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.73				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
2429	atendimento com excelência	17	90	65.56	0.87	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.09				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
2430	qual o nome completo do brasil	63	720	84.6	1.59	http://blog.octadesk.com/kit-atendimento-ao-cliente-plan-ebook/	0.01																	octadesk	second_page
2431	o que e cliente	92	90	64.64	0.0	https://blog.octadesk.com/o-que-e-customer-centric/	0.03				70.0	153.0	8.0	73717.0	2223.0	19.648113000000002	43.0	61.0	9.0					octadesk	second_page
2432	ser sistema	51	90	68.33	0.0	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.09				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
2433	como atender bem um cliente na recepção	76	90	60.38	0.0	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.06				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2434	novos canais	91	260	79.44	0.0	https://blog.octadesk.com/chat-telefone-octadesk-novos-canais-de-atendimento/	0.03																	octadesk	second_page
2435	chat no seu site	40	20	59.18	1.69	https://www.octadesk.com/chat-para-site	0.87																	octadesk	second_page
2436	help desck	15	140	57.77	0.0	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.72				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
2437	a qualidade no atendimento	16	40	49.47	1.59	http://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.17																	octadesk	second_page
2438	a qualidade no atendimento	17	40	49.47	1.59	http://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.17																	octadesk	second_page
2439	ereclame aqui	45	110	81.45	0.03	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2440	planilha para cadastro de clientes excel	36	30	63.17	0.0	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.34																	octadesk	second_page
2441	modelo de checklist	32	480	54.6	0.13	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.03																	octadesk	second_page
2442	metodos de atendimento ao cliente	39	90	69.41	3.48	https://blog.octadesk.com/metodologia-qualidade-no-atendimento-ao-cliente/	0.19				69.0	141.0	8.0	73493.0	1669.0	14.798689000000001	17.0	64.0	5.0					octadesk	second_page
2443	whatsapp atrapalha relacionamento	61	260	74.73	0.0	https://blog.octadesk.com/erros-comuns-relacionamento-com-o-cliente/	0.03				51.0	136.0	8.0	63522.0	1068.0	10.638834	31.0	58.0	9.0					octadesk	second_page
2444	videos sobre bom atendimento ao cliente	69	90	93.65	0.0	https://blog.octadesk.com/nocoes-de-atendimento-equipe/	0.18				59.0	137.0	8.0	72732.0	1696.0	14.864158999999999	19.0	65.0	5.0					octadesk	second_page
2445	reclamações empresas	55	20	84.13	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.11																	octadesk	second_page
2446	como atender um cliente bem	95	50	59.84	0.29	https://blog.octadesk.com/dicas-para-atender-bem-hoje/	0.12																	octadesk	second_page
2447	canais novos	86	90	82.08	0.0	https://blog.octadesk.com/chat-telefone-octadesk-novos-canais-de-atendimento/	0.06																	octadesk	second_page
2448	o que é atender	53	90	75.89	0.0	https://blog.octadesk.com/dicas-para-atender-bem-hoje/	0.0																	octadesk	second_page
2449	planilha sac	55	90	67.08	4.46	https://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/	0.01				64.0	148.0	8.0	63665.0	1215.0	12.411843	8.0	60.0	5.0					octadesk	second_page
2450	conversa no chat gratis	87	20	66.6	1.14	https://www.octadesk.com/chat-para-site	0.86																	octadesk	second_page
2451	reclameaqi	40	90	80.44	0.29	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2452	controle de prazos	93	90	70.88	0.0	https://www.octadesk.com/	0.12	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2477	dicas para empresas	56	30	78.08	0.0	https://blog.octadesk.com/dez-dicas-de-atendimento-ao-cliente-para-pequenas-empresas/	0.08				57.0	146.0	8.0	71415.0	1624.0	14.585172	25.0	60.0	5.0					octadesk	second_page
2478	atendimento personalizado ao cliente	50	70	58.75	0.84	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.07				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1	outubro rosa o que é	1	260	60.57	1.36	https://blog.octadesk.com/outubro-rosa/	0.15																	octadesk	top_ranking
2	o que é outubro rosa	3	880	58.05	1.07	https://blog.octadesk.com/outubro-rosa/	0.18																	octadesk	top_ranking
6	o que é help desk	3	480	66.37	16.97	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.36				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	top_ranking
7	planilha de controle de chamados ti	1	90	63.58	3.81	https://blog.octadesk.com/planilha-de-controle-de-chamados/	0.5																	octadesk	top_ranking
9	check list de atendimento ao cliente	1	70	39.51	7.62	https://blog.octadesk.com/checklist-agilidade-qualidade-no-atendimento-ao-cliente/	0.22				59.0	146.0	8.0	60646.0	833.0	9.001418	6.0	61.0	5.0					octadesk	top_ranking
10	como surgiu o outubro rosa	3	320	59.76	1.4	https://blog.octadesk.com/outubro-rosa/	0.11																	octadesk	top_ranking
36	planilha de atendimento ao cliente	1	50	68.13	0.03	http://blog.octadesk.com/planilha-de-atendimento-ao-cliente/	0.24																	octadesk	top_ranking
37	sistema de chamados	3	260	60.67	20.23	https://www.octadesk.com/sistema-de-chamados	0.82				40.0	69.0	78.0	44713.0	702.0	10.460045	13.0	3.0	5.0					octadesk	top_ranking
330	o que é service desk	3	170	58.58	10.23	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.4				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	top_ranking
331	controle de atendimento ao cliente	1	30	50.11	3.84	https://blog.octadesk.com/planilha-de-atendimento-ao-cliente/	0.46																	octadesk	top_ranking
333	profissional de atendimento	2	90	45.92	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.02				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	top_ranking
334	check list de atendimento ao cliente	2	70	39.51	7.62	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.22																	octadesk	top_ranking
336	sistema de atendimento	3	110	41.6	6.58	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.88				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	top_ranking
337	guia de atendimento	2	70	63.18	10.85	https://blog.octadesk.com/guia-de-atendimento-ao-cliente/	0.09				59.0	125.0	8.0	71803.0	1765.0	16.12189	10.0	70.0	5.0					octadesk	top_ranking
338	sistema de atendimento ao cliente	2	70	45.05	8.86	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.92				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	top_ranking
339	help dest	3	90	56.25	0.0	https://www.octadesk.com/	0.57	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	top_ranking
364	melhoria no atendimento	3	90	58.63	2.31	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.06				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	top_ranking
365	help desk o que é	3	90	67.45	6.74	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.32				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	top_ranking
372	planilha de atendimento ao cliente	2	50	68.13	0.03	http://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/	0.24																	octadesk	top_ranking
374	sistema helpdesk	3	70	42.5	81.96	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.99				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	top_ranking
375	sistema de atendimento ao cliente	3	70	45.05	8.86	https://www.octadesk.com/	0.92	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	top_ranking
400	processo de atendimento ao cliente	2	40	58.15	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.07				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	top_ranking
436	service desk o que é	3	50	60.39	34.67	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.36				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	top_ranking
554	help desk e service desk	3	30	45.34	46.04	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.7				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	top_ranking
